STK_198,9251040.644,785692.510,575.529,TN
STK_197,9251049.787,785696.691,575.355,TN
STK_196,9251060.795,785701.888,574.775,TN
STK_195,9251067.890,785705.080,574.637,TN
STK_194,9251076.990,785709.278,573.356,açude TN
STK_193,9251087.922,785713.916,572.978,2024_07_12_-_SDP_19_-_AÇUDE_SUPRESSAO_ST
STK_192,9251097.358,785714.438,573.010,açude
STK_191,9251109.908,785714.748,573.022,açude
STK_190,9251119.014,785714.057,572.988,açude
STK_189,9251128.422,785718.489,573.075,açude
STK_188,9251131.430,785734.554,573.925,TN
STK_187,9251140.519,785738.721,575.090,TN
STK_186,9251150.549,785743.301,575.820,TN
STK_185,9251158.040,785747.030,576.582,TN
STK_310,9251187.283,785734.931,579.033,TN
STK_430,9251185.570,785740.857,578.815,TN
STK_549,9251183.901,785746.607,578.739,TN
STK_666,9251182.278,785752.512,578.620,TN
STK_309,9251178.185,785730.726,578.222,TN
STK_429,9251176.527,785736.605,578.203,TN
STK_548,9251174.793,785742.430,578.178,TN
STK_665,9251173.269,785748.323,578.254,TN
STK_664,9251164.177,785744.066,577.132,TN
STK_547,9251165.770,785738.279,577.163,TN
STK_428,9251167.450,785732.421,577.487,TN
STK_308,9251169.103,785726.646,576.838,TN
STK_307,9251160.063,785722.389,575.790,TN
STK_427,9251158.404,785728.195,576.228,TN
STK_546,9251156.728,785734.077,576.245,TN
STK_663,9251155.036,785739.794,576.200,TN
STK_662,9251145.967,785735.683,575.157,TN
STK_545,9251147.675,785729.785,574.967,TN
STK_426,9251149.339,785723.970,574.789,TN
STK_STK_186,9251151.027,785718.234,574.525,TN
STK_305,9251141.916,785713.960,573.921,TN
STK_425,9251140.249,785719.788,573.977,TN
STK_544,9251138.548,785725.749,574.052,TN
STK_661,9251136.914,785731.501,574.136,TN
STK_660,9251128.985,785726.533,573.027,açude
STK_543,9251129.773,785720.899,572.983,açude
STK_424,9251131.185,785715.572,573.667,açude
STK_304,9251132.838,785709.877,573.633,açude
STK_423,9251122.126,785711.342,573.617,açude
STK_303,9251123.676,785705.660,573.906,TN
STK_302,9251114.758,785701.477,573.966,TN
STK_422,9251113.040,785707.186,573.390,açude
STK_540,9251102.041,785708.803,574.300,TN
STK_421,9251103.893,785702.950,575.068,TN
STK_301,9251105.449,785697.191,575.781,TN
STK_300,9251096.457,785692.993,576.416,TN
STK_420,9251094.891,785698.797,575.647,TN
STK_539,9251093.156,785704.628,574.548,TN
STK_656,9251091.540,785710.496,573.729,TN
STK_655,9251082.403,785706.251,574.564,TN
STK_538,9251084.043,785700.522,575.515,TN
STK_419,9251085.755,785694.600,576.021,TN
STK_299,9251087.377,785688.676,577.060,TN
STK_298,9251078.358,785684.598,577.645,TN
STK_418,9251076.639,785690.422,576.892,TN
STK_537,9251075.086,785696.229,575.895,TN
STK_654,9251073.413,785701.940,575.120,TN
STK_653,9251064.025,785697.954,575.441,TN
STK_536,9251065.927,785692.113,576.041,TN
STK_417,9251067.718,785686.335,576.951,TN
STK_297,9251069.177,785680.434,578.520,TN
STK_296,9251060.200,785676.215,579.161,TN
STK_416,9251057.658,785681.845,577.388,TN
STK_535,9251056.879,785687.932,576.003,TN
STK_652,9251055.167,785693.741,575.744,TN
STK_651,9251046.139,785689.582,576.038,TN
STK_534,9251048.216,785684.037,576.880,TN
STK_415,9251049.488,785677.890,578.358,TN
STK_295,9251051.137,785672.004,579.411,TN
STK_294,9251042.078,785667.861,579.111,TN
STK_414,9251040.346,785673.702,578.106,TN
STK_533,9251038.720,785679.462,577.138,TN
STK_650,9251037.050,785685.039,576.508,TN
STK_649,9251028.154,785681.142,576.341,TN
STK_532,9251029.772,785675.372,576.907,TN
STK_413,9251031.251,785669.507,577.637,TN
STK_293,9251032.954,785663.674,578.497,TN
STK_292,9251024.271,785659.353,577.450,TN
STK_412,9251022.380,785665.315,577.136,TN
STK_531,9251020.650,785671.153,576.075,TN
STK_648,9251018.974,785676.829,575.560,TN
STK_647,9251009.838,785672.841,575.088,TN
STK_530,9251011.440,785667.083,575.799,TN
STK_411,9251013.122,785661.179,576.646,TN
STK_291,9251014.812,785655.215,577.791,TN
STK_42_1,9251011.668,785648.264,579.105,TN
STK_41_1,9251001.459,785643.563,579.879,TN
STK_4,9250992.575,785639.436,580.435,2024_07_12_-_SDP_19_-_AÇUDE_SUPRESSAO_VT
STK_39_1,9250985.426,785632.034,581.772,TN
STK_38_1,9250978.407,785624.878,582.306,TN
STK_37_1,9250971.523,785617.783,581.879,TN
STK_36_1,9250963.038,785609.138,581.425,2024_07_12_-_SDP_19_-_AÇUDE_SUPRESSAO_ST
STK_35_1,9250957.637,785603.390,581.585,TN
STK_34_1,9250949.964,785595.627,581.411,2024_07_12_-_SDP_19_-_AÇUDE_SUPRESSAO_ST
STK_33_1,9250935.684,785581.003,580.725,TN
STK_31_1,9250929.745,785574.683,580.049,TN
STK_30_1,9250922.782,785567.567,578.109,2024_07_12_-_SDP_19_-_AÇUDE_SUPRESSAO_ST
STK_218,9250886.423,785569.905,572.542,TN
STK_217,9250893.294,785577.479,573.519,2024_07_12_-_SDP_19_-_AÇUDE_SUPRESSAO_ST
STK_216,9250900.213,785584.589,574.674,TN
STK_STK_216,9250906.639,785591.234,576.386,TN
STK_215,9250912.639,785597.341,576.741,TN
STK_213,9250921.143,785605.951,576.577,TN
STK_212,9250929.716,785615.021,576.456,2024_07_12_-_SDP_19_-_AÇUDE_SUPRESSAO_ST
STK_211,9250935.182,785620.423,576.622,TN
STK_210,9250943.099,785628.838,576.727,2024_07_12_-_SDP_19_-_AÇUDE_SUPRESSAO_ST
STK_209,9250949.005,785634.819,577.065,TN
STK_208,9250955.919,785641.823,577.381,TN
STK_207,9250965.311,785651.590,578.147,TN
STK_206,9250969.837,785656.189,577.961,TN
STK_13,9250976.041,785662.699,577.257,TN
STK_204,9250986.231,785667.327,576.404,TN
STK_529,9251002.439,785662.654,576.498,TN
STK_410,9251004.003,785656.936,577.377,TN
STK_290,9251005.714,785651.050,578.533,TN
STK_289,9250997.286,785646.797,579.190,TN
STK_409,9250995.052,785652.636,578.251,TN
STK_528,9250993.312,785658.469,577.400,TN
STK_645,9250991.686,785664.457,576.601,TN
STK_644,9250982.650,785660.086,577.594,TN
STK_527,9250984.225,785654.314,578.314,TN
STK_37,9250982.708,785653.508,578.487,TN
STK_45,9250979.104,785658.582,577.822,TN
STK_288,9250988.088,785642.001,580.051,TN
STK_21,9250989.663,785643.634,579.763,TN
STK_287,9250981.246,785634.722,581.183,TN
STK_407,9250979.120,785641.187,580.151,TN
STK_526,9250976.819,785647.681,579.297,TN
STK_643,9250974.679,785654.114,578.514,TN
STK_642,9250967.984,785647.013,578.886,TN
STK_525,9250970.028,785640.350,579.592,TN
STK_406,9250972.086,785634.122,580.587,TN
STK_286,9250974.084,785627.528,581.708,TN
STK_285,9250967.235,785620.515,580.847,2024_07_12_-_SDP_19_-_AÇUDE_1_ST
STK_405,9250965.169,785626.908,580.233,TN
STK_524,9250962.553,785633.347,579.167,TN
STK_641,9250960.921,785639.863,578.425,TN
STK_640,9250953.952,785632.648,577.870,TN
STK_523,9250955.988,785626.214,578.455,TN
STK_404,9250958.247,785619.689,579.775,TN
STK_284,9250960.181,785613.352,580.602,TN
STK_283,9250953.065,785605.845,580.638,TN
STK_403,9250951.097,785612.637,579.559,TN
STK_522,9250949.131,785619.141,578.448,TN
STK_639,9250946.743,785625.658,577.546,TN
STK_638,9250939.920,785618.297,577.304,TN
STK_521,9250942.012,785611.928,578.263,TN
STK_402,9250944.228,785605.405,579.362,TN
STK_282,9250946.623,785598.707,580.621,TN
STK_281,9250939.126,785591.930,580.182,TN
STK_401,9250937.268,785598.091,579.264,TN
STK_520,9250935.235,785604.624,578.169,TN
STK_637,9250933.129,785611.171,577.143,TN
STK_636,9250926.072,785603.790,577.217,TN
STK_519,9250928.067,785597.493,578.185,TN
STK_400,9250929.649,785591.801,579.064,TN
STK_280,9250932.646,785584.395,580.092,TN
STK_279,9250925.350,785577.359,579.026,TN
STK_399,9250923.381,785583.704,578.568,TN
STK_518,9250921.168,785590.357,578.195,TN
STK_635,9250919.161,785596.846,577.475,TN
STK_634,9250912.065,785589.687,577.088,TN
STK_517,9250914.156,785583.118,577.031,TN
